cbCopyAddress;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 By marking this check box after entering an address identity, the corresponding address information will be copied to the new or existing person\f0 .\f0\par
}"
labeldfsAddressId;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The ID of the address. If a contact person is to be connected to a single address, a value should be entered in this field. The contact will then also be visible in IFS/Purchasing and the \b\i General Address Info\b0\i0  sub tab of the \b\i Supplier/Address\b0\i0  tab. \b Note\b0 : No value is displayed by default in this field when this dialog box is opened from \b\i Supplier/Contact\b0\i0  tab since the contact is regarded as a general supplier contact. When this dialog box is opened via \b\i Request for Order Quotation\b0\i0  \f0 or\f0  \b\i Request for Agreement Quotation\b0\i0  window, value in the \b\i Supplier Document Address\b0\i0  field on the \b\i Supplier\b0\i0  tab is retrieved as the default value and this value can be changed.\par
}"
labeldfsDepartment;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The department of the contact that he/she works at this \f0 supplier.\par
}"
labeldfsEmail;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The\f0  \f0 e-mail address of the new contact, if applicable.\par
\par
}"
labeldfsFax;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The fax number of the new contact, if applicable.\f0\par
\par
}"
labeldfsIntercom;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The general default intercom number entered on the Person record. If a contact address has been specified the default value for this address is shown. You can update an existing value in the \b\i\f0 Person/Comm. Method\b0\i0\f0  tab.\par
\par
}"
labeldfsMessenger;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The general default messenger number entered on the Person record. If a contact address has been specified the default value for this number is shown. You can update an existing value in the Person/\b\i\f0 Comm. Method \b0\i0\f0 tab.\par
}"
labeldfsMobile;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The mobile number of the employee, if applicable.\f0\par
\par
}"
labeldfsName;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The name of the contact person. A check will be done to find out if the specified name already exists or not, regardless of whether you have clicked \b OK\b0  or \b Find\b0 , in order to avoid duplicates. Possible matches will be shown in the bottom of the dialog box.\f0\par
\par
}"
labeldfsPager;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The general default pager number entered on the Person\f0  record\f0 . If a contact address has been specified the default value for this address is shown. \f0 You can update an existing value in the IFS/Enterprise,Person/Comm. Method tab.\f0\par
}"
labeldfsPhone;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The phone number of the new contact, if applicable.\f0\par
\par
}"
labeldfsRole;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The role of the contact in regard to this supplier. You can select more than one value for this field. Contact roles are defined in the \b\i\f0 Enterprise/Basic Data/ Contact Roles\b0\i0\f0  window.\par
}"
labeldfsTitle;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard The persons title, e.g., Mr., Mrs. The use of the title field may vary.\par
}"
labeldfsWww;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The general default www address entered on the Person record. If a contact address has been specified the default value for this address is shown. You can update an existing value in the IFS/Enterprise,Person/Comm. Method tab.\par
}"
labelPersonId;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 The identity of the person.\par
}"
