labelcmbModule;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Name of the module that defined and owns the client mapping.\par
}"
labelcmbTranslationType;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard The translation type can be defined as \b SrdPath\b0  or \b Attribute\b0 . \b SrdPath\b0  means that the translation link points to a valid entry in the Server Runtime Database. \b Attribute\b0  means that the translation link is a valid attribute available in the Module Attribute Translation window.\par
}"
labeldfsClientWindow;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Window name of the client window where the client mapping is used.Detail window contents:\par
}"
labeldfsDescription;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard The value in this field will be used as the title of the window that is used to enter, view and modify address information for payment methods using the currently selected payment format (i.e. the payment format selected to open the \b\i Client Mapping \b0\i0 window). This window can be opened by selecting a payment method connected to the currently selected payment format, in the Payment/\b\i Payment Methods \b0\i0 tab in either the \b\i Supplier\b0\i0  window or the \b\i Customer \b0\i0 window, right-clicking and then clicking \b Electronic Payment Addresses\b0 .\f0\par
}"
labeldfsLu;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Logical Unit, in the owning module, where the client mapping applies.\par
}"
labeldfsMappingId;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Identity of the client mapping. The identity must be unique per Module and Logical Unit.\par
}"
labeldfsTranslationLink;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Defines the link to be used to find a translation on the form/window level. The translated text can be used to define the header text of a client window. If the translation is to be fetched from the Server Runtime Database then the link should be the name of a Logical Unit, else it should be a valid attribute available in the Module Attribute Translation window.\par
}"
tblClientMappingDetail_colsColumnId;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Column Identity for which the mapping detail information applies.\par
}"
tblClientMappingDetail_colsColumnType;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Type of column. Can be one of \b Normal\b0  , \b CheckBox\b0  and \b ComboBox\b0 .\par
}"
tblClientMappingDetail_colsDescription;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard The description of the column Identity for which the mapping detail information applies to.\f0\par
}"
tblClientMappingDetail_colsEditFlag;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Checked if the column should be editable in the client. Unchecked if not editable.\par
}"
tblClientMappingDetail_colsEnumerateMethod;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Name of a public enumerate API that supplies values to a ComboBox type column.\par
}"
tblClientMappingDetail_colsLovReference;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Reference to a view to be used as LOV reference for the column. The reference should be applied according to the F1 standard.\par
}"
tblClientMappingDetail_colsLu;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard The Logical Unit that owns the attributes.\par
}"
tblClientMappingDetail_colsMappingId;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Identity of the client mapping. The identity must be unique per Module and Logical Unit.\par
}"
tblClientMappingDetail_colsModule;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Name of the module that defined and owns the client mapping.\par
}"
tblClientMappingDetail_colsTranslationType;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard The translation type can be defined as \b SrdPath\b0  or \b Attribute\b0 . \b SrdPath\b0  means that the translation link points to a valid entry in the Server Runtime Database. \b Attribute\b0  means that the translation link is a valid attribute available in the Module Attribute Translation window.\par
}"
tblClientMappingDetail_colsTranslationTypeDb;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard The translation type can be defined as \b SrdPath\b0  or \b Attribute\b0 . \b SrdPath\b0  means that the translation link points to a valid entry in the Server Runtime Database. \b Attribute\b0  means that the translation link is a valid attribute available in the Module Attribute Translation window.\par
}"
tblClientMappingDetail_colTranslationLink;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Defines the link to be used to find a translation on the form/window level. The translated text can be used to define the header text of a client window. If the translation is to be fetched from the Server Runtime Database then the link should be the name of a Logical Unit, else it should be a valid attribute available in the Module Attribute Translation window.\par
}"
