cbBlockedForUseDb;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 If this check box is selected, it will prevent users from adding this person as a customer contact to any new customer.\par
}"
cbBlockedForUseSuppDb;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 If this check box is selected, it will prevent users from adding this person as a supplier contact to any new suppliers.\par
}"
cbCustomerContactDb;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 If this check box is selected it indicates that the specified person \f0 is\f0  a contact for customer. Only a person who is specified as a contact can be used as a contact for customer.\par
}"
cbDefaultDomain;UNUSED;""
cbInactive;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard If this check box is selected, the person is not active for document distribution. Therefore, the person ID will not be listed in the \b\i Document\b0\i0  \b\i Distribution\b0\i0  \b\i Assistant\b0\i0  window when the \b Show Only Active Persons\b0  option is selected. However, it is possible to distribute documents to an inactive person by selecting the \b Show All Persons\b0  option.\f0\par
}"
cbProtected;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard If this check box is selected, the personal address as well as communication data will be hidden to all users without specific access to communication data. However, this check box is overruled when communication data is connected to an address with \b Work\b0  as the single address type. The information is protected for all employee numbers of the person that exist in the database. Only users with access to protected persons are able to modify the protected flag.\f0\par
}"
cbSupplierContactDb;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 If this check box is selected it indicates that the specified person \f0 is\f0  a contact for supplier. Only a person who is specified as a contact can be used as a contact for supplier.\par
}"
cbValidDataProcessingPurpose;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 If \b Selected\b0 , there is a valid purpose to store and process personal data of the Data Subject (a person whose data is stored in the application).\f0\par
}"
labelAlternativeName;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 An additional name for the person. If you need to have a translated value for the Full Name of the person, you can enter value in this field.\par
}"
labelcmbCountry;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 Select the appropriate country from the drop down list. The country you choose  has no practical meaning in the Enterprise component. It is only dependent on how other installed modules utilize it. The IFS/Accounting Rules component is one example. Some posting types can be governed depending on the choice of country. The available countries are those marked as Used in Application in the \b\i ISO Cod\f0 e Usage\f0 /Country\b0\i0  tab. Contact your System Administrator if a country you want to use is not visible. It is possible to change the country after saving.\par
}"
labelcmbDefaultLanguage;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard\f0 Enter the language to be used for the person in this field. The language specified for a person is irrelevant in the Enterprise component since It is only dependent on how other installed components would want to use it. IFS/Invoice is one example. The choice of language in the corresponding field in the \i Customer\i0  page determines the language with which to print an invoice. The languages you can choose from depend on those that have been selected in the \b\i ISO Code Usage/Language\b0\i0  \f0 tab\f0 t. Contact your System Administrator if you are missing a language you would want to use. You can edit this field after saving the record if necessary.\par
}"
labelcmbPerson;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard In this field you can enter the identity of the person. If you want to change or enter a new information about a previously entered person in this window, you can click on Populate or Query Dialog to search for it.\par

}"
labeldfdCreationDate;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard The date on which the record was created. This value is set automatically when the record is created. This field cannot be updated.\f0\par


}"
labeldfsTitle;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard The persons title, e.g., Mr., Mrs. The use of the title field may vary.\par
}"
labeldfsUserId;USED;"{\rtf1\ansi\ansicpg1252{\fonttbl{\f0}}\fs20\pard Here you enter the user name that should be used for the current person when logging on to the application. You can enter the user identity or choose from the List of Values.\par
}"
